"","subject","rt","correct","condition"
"13240",16,0.3509,2,3
"13241",16,0.4184,2,3
"13242",16,0.381,2,3
"13243",16,0.579,1,2
"13244",16,0.4252,1,1
"13245",16,0.5225,1,2
"13246",16,0.4152,2,1
"13247",16,0.363,2,3
"13248",16,0.4031,2,3
"13249",16,0.3538,2,2
"13250",16,0.3881,2,3
"13251",16,0.3528,2,1
"13252",16,0.6043,2,1
"13253",16,0.4038,2,1
"13254",16,0.4023,2,2
"13255",16,0.695,1,2
"13256",16,0.5904,2,2
"13257",16,0.4155,2,2
"13258",16,0.4177,2,3
"13259",16,0.6199,2,3
"13260",16,0.4516,2,2
"13261",16,0.5355,2,2
"13262",16,0.4578,2,1
"13263",16,0.5141,2,1
"13264",16,0.4271,2,1
"13265",16,0.4349,2,3
"13266",16,0.4618,2,2
"13267",16,0.3663,2,3
"13268",16,0.4481,2,3
"13269",16,0.4045,2,2
"13270",16,0.4233,2,2
"13271",16,0.4993,2,3
"13272",16,0.4766,2,1
"13273",16,0.6173,1,1
"13274",16,0.3509,2,3
"13275",16,0.485,2,3
"13276",16,0.3901,2,2
"13277",16,0.4229,2,1
"13278",16,0.4809,2,1
"13279",16,0.4925,2,2
"13280",16,0.5077,2,1
"13281",16,0.4561,2,3
"13282",16,0.475,2,1
"13283",16,0.6852,2,1
"13284",16,0.4247,2,2
"13285",16,0.4945,2,2
"13286",16,0.9958,1,3
"13287",16,0.41,1,1
"13288",16,0.4238,2,1
"13289",16,0.3349,2,3
"13290",16,0.5102,2,3
"13291",16,0.3707,2,1
"13292",16,0.3495,2,3
"13293",16,0.3704,2,1
"13294",16,0.5143,1,1
"13295",16,0.4197,2,2
"13296",16,0.4942,2,3
"13297",16,0.4034,2,2
"13298",16,0.4363,2,3
"13299",16,0.4491,1,3
"13300",16,0.4055,2,1
"13301",16,0.3645,2,3
"13302",16,0.361,2,1
"13303",16,0.386,2,1
"13304",16,0.4778,2,1
"13305",16,0.4692,2,1
"13306",16,0.6039,2,1
"13307",16,0.4994,1,1
"13308",16,0.4222,2,2
"13309",16,0.4658,1,3
"13310",16,0.4191,2,2
"13311",16,0.7623,2,1
"13312",16,0.3529,1,3
"13313",16,0.4683,2,2
"13314",16,0.489,1,3
"13315",16,0.3901,2,3
"13316",16,0.3977,2,1
"13317",16,0.4471,2,3
"13318",16,0.3572,2,3
"13319",16,0.4988,2,2
"13320",16,0.5008,2,3
"13321",16,0.6149,2,1
"13322",16,0.404,2,1
"13323",16,0.4142,1,1
"13324",16,0.5275,1,2
"13325",16,0.4308,2,3
"13326",16,0.4879,2,1
"13327",16,0.4863,2,3
"13328",16,0.3993,2,3
"13329",16,0.3616,2,2
"13330",17,0.5127,2,1
"13331",17,0.4773,2,1
"13332",17,0.4723,2,1
"13333",17,0.4174,2,3
"13334",17,0.3024,2,3
"13335",17,0.4309,2,1
"13336",17,0.3483,2,1
"13337",17,0.3004,1,3
"13338",17,0.4343,2,3
"13339",17,0.3825,2,2
"13340",17,0.3676,2,1
"13341",17,0.3935,2,3
"13342",17,0.3634,2,3
"13343",17,0.3796,2,2
"13344",17,0.288,2,3
"13345",17,0.3284,2,1
"13346",17,0.4005,2,2
"13347",17,0.2787,2,3
"13348",17,0.3252,2,3
"13349",17,0.3139,2,3
"13350",17,0.2683,2,3
"13351",17,0.5892,2,1
"13352",17,0.4524,2,2
"13353",17,0.4508,2,3
"13354",17,0.4244,2,1
"13355",17,0.3836,2,2
"13356",17,0.3401,2,1
"13357",17,0.4282,2,1
"13358",17,0.3673,2,3
"13359",17,0.3357,2,3
"13360",17,0.3531,2,2
"13361",17,0.3198,2,2
"13362",17,0.3132,2,3
"13363",17,0.3621,2,2
"13364",17,0.3366,2,1
"13365",17,0.3437,2,1
"13366",17,0.3353,2,1
"13367",17,0.3913,2,2
"13368",17,0.3549,2,2
"13369",17,0.3345,2,3
"13370",17,0.3346,2,2
"13371",17,0.5816,2,3
"13372",17,0.3244,1,3
"13373",17,0.3886,2,1
"13374",17,0.5195,2,3
"13375",17,0.4772,2,2
"13376",17,0.4498,1,1
"13377",17,0.4962,2,3
"13378",17,0.4132,2,2
"13379",17,0.3703,2,3
"13380",17,0.3912,2,2
"13381",17,0.4005,2,2
"13382",17,0.3854,2,3
"13383",17,0.4183,2,2
"13384",17,0.4043,2,2
"13385",17,0.3957,2,2
"13386",17,0.4236,2,2
"13387",17,0.5324,2,1
"13388",17,0.3644,2,2
"13389",17,0.4005,2,3
"13390",17,0.5385,2,3
"13391",17,0.4293,2,1
"13392",17,0.4776,2,2
"13393",17,0.4171,2,2
"13394",17,0.3689,2,3
"13395",17,0.5295,2,2
"13396",17,0.4097,2,1
"13397",17,0.6001,1,1
"13398",17,0.5478,2,2
"13399",17,0.6718,2,1
"13400",17,0.4656,2,1
"13401",17,0.5709,2,1
"13402",17,0.5764,2,2
"13403",17,0.5528,2,3
"13404",17,0.4169,2,1
"13405",17,0.4027,2,3
"13406",17,0.3108,2,3
"13407",17,0.5855,2,2
"13408",17,0.3277,2,3
"13409",17,0.5436,2,1
"13410",17,0.3795,2,3
"13411",17,0.4093,2,2
"13412",17,0.4593,2,1
"13413",17,0.3953,2,3
"13414",17,0.3927,1,1
"13415",17,0.6202,2,3
"13416",17,0.512,2,3
"13417",17,0.563,2,2
"13418",17,1.0503,2,1
"13419",17,0.8765,2,1
"13420",17,0.3914,2,3
"13421",17,0.4784,2,1
"13422",17,0.6267,2,1
"13423",17,0.4584,2,3
"13424",17,0.5683,2,2
"13425",17,0.6542,2,2
"13426",17,0.4245,2,3
"13427",17,0.458,2,1
"13428",17,0.5263,2,3
"13429",17,0.4409,2,1
"13430",17,0.4353,2,1
"13431",17,0.5854,2,2
"13432",17,0.568,2,1
"13433",17,0.5049,2,2
"13434",17,0.4107,2,3
"13435",17,0.4006,2,1
"13436",17,0.6217,2,2
"13437",17,0.4382,2,1
"13438",17,0.5369,2,2
"13439",17,0.3911,2,3
"13440",17,0.5203,2,2
"13441",17,0.4212,2,3
"13442",17,0.3408,1,3
"13443",17,0.4352,2,2
"13444",17,0.4551,2,1
"13445",17,0.3915,2,2
"13446",17,0.5843,2,1
"13447",17,0.8102,2,2
"13448",17,0.4406,2,3
"13449",17,0.3802,2,3
"13450",17,0.595,2,2
"13451",17,0.5865,2,2
"13452",17,0.485,2,1
"13453",17,0.3708,2,3
"13454",17,0.4105,2,3
"13455",17,0.3382,2,3
"13456",17,0.4536,2,1
"13457",17,0.4078,2,2
"13458",17,0.3964,2,3
"13459",17,0.4011,2,2
"13460",17,0.5544,2,2
"13461",17,0.5264,2,2
"13462",17,0.4407,2,3
"13463",17,0.4083,2,3
"13464",17,0.3208,2,3
"13465",17,0.6123,2,1
"13466",17,0.5108,2,3
"13467",17,0.375,2,3
"13468",17,0.4025,2,1
"13469",17,0.5837,2,1
"13470",17,0.5398,2,1
"13471",17,0.4337,2,2
"13472",17,0.4191,2,1
"13473",17,0.541,2,1
"13474",17,0.4422,2,2
"13475",17,0.4254,2,2
"13476",17,0.3865,2,3
"13477",17,0.7914,2,1
"13478",17,0.4123,2,1
"13479",17,0.5003,2,2
"13480",17,0.4153,2,3
"13481",17,0.2931,2,3
"13482",17,0.3875,2,1
"13483",17,0.4176,2,2
"13484",17,0.3776,2,2
"13485",17,0.3158,2,3
"13486",17,0.5613,2,1
"13487",17,0.5279,2,2
"13488",17,0.4577,2,1
"13489",17,0.4371,2,1
"13490",17,0.4729,2,1
"13491",17,0.3411,1,3
"13492",17,0.6109,2,1
"13493",17,0.4796,2,1
"13494",17,0.3999,2,2
"13495",17,0.4317,2,2
"13496",17,0.2913,1,3
"13497",17,0.3513,2,3
"13498",17,0.5296,2,2
"13499",17,0.4615,2,3
"13500",17,0.4727,2,2
"13501",17,0.4527,2,2
"13502",17,0.4016,2,3
"13503",17,0.5184,1,2
"13504",17,0.4259,2,3
"13505",17,0.4299,2,2
"13506",17,0.3711,2,2
"13507",17,0.4819,2,2
"13508",17,0.4214,2,2
"13509",17,0.3969,2,2
"13510",17,0.7189,2,2
"13511",17,0.5539,2,1
"13512",17,0.703,2,1
"13513",17,0.3935,2,3
"13514",17,0.325,1,3
"13515",17,0.5328,2,2
"13516",17,0.5078,2,2
"13517",17,0.4997,2,2
"13518",17,0.3875,2,2
"13519",17,0.4177,2,1
"13520",17,0.5897,2,3
"13521",17,0.4432,2,1
"13522",17,0.5454,2,1
"13523",17,0.363,2,3
"13524",17,0.4066,2,1
"13525",17,0.309,1,3
"13526",17,0.4289,2,1
"13527",17,0.6789,2,1
"13528",17,0.3354,2,3
"13529",17,0.378,2,3
"13530",17,0.3851,2,3
"13531",17,0.4154,2,2
"13532",17,0.2866,2,3
"13533",17,0.4112,2,2
"13534",17,0.4084,1,2
"13535",17,0.8079,2,2
"13536",17,0.4167,2,2
"13537",17,0.4624,2,1
"13538",17,0.4784,2,1
"13539",17,0.4401,2,2
"13540",17,0.4521,2,1
"13541",17,0.5496,2,1
"13542",17,0.4209,2,2
"13543",17,0.3826,2,3
"13544",17,0.3544,2,3
"13545",17,0.4225,2,2
"13546",17,0.4872,2,1
"13547",17,0.5251,2,1
"13548",17,0.6565,2,1
"13549",17,0.5049,2,1
"13550",17,0.3555,2,3
"13551",17,0.5057,2,2
"13552",17,0.6793,2,2
"13553",17,0.5469,2,1
"13554",17,0.357,2,3
"13555",17,0.5089,2,3
"13556",17,0.4676,2,1
"13557",17,0.5529,2,2
"13558",17,0.3491,2,3
"13559",17,0.3307,2,3
"13560",17,0.5545,2,3
"13561",17,0.5312,2,1
"13562",17,0.4661,2,3
"13563",17,0.4252,2,3
"13564",17,0.5074,2,2
"13565",17,0.3766,2,3
"13566",17,0.3448,2,3
"13567",17,0.5167,2,1
"13568",17,0.4519,2,3
"13569",17,0.4874,1,3
"13570",17,0.456,2,3
"13571",17,0.5413,2,1
"13572",17,0.5932,2,1
"13573",17,0.3452,1,3
"13574",17,0.5557,2,2
"13575",17,0.8823,2,1
"13576",17,0.3448,2,3
"13577",17,0.7541,2,2
"13578",17,0.4056,2,3
"13579",17,0.4777,2,1
"13580",17,0.4267,2,1
"13581",17,0.4108,2,2
"13582",17,0.303,2,3
"13583",17,0.3694,1,3
"13584",17,0.7914,2,1
"13585",17,0.4998,2,1
"13586",17,0.4203,2,3
"13587",17,0.3532,2,3
"13588",17,0.4715,2,2
"13589",17,0.4421,2,1
"13590",17,0.5752,2,2
"13591",17,0.4746,2,1
"13592",17,0.4631,2,1
"13593",17,1.2108,2,2
"13594",17,0.4197,2,3
"13595",17,0.3946,2,2
"13596",17,0.6315,2,1
"13597",17,0.4883,2,1
"13598",17,0.36,2,3
"13599",17,0.5417,2,1
"13600",17,0.4043,2,3
"13601",17,0.5846,2,1
"13602",17,0.5317,2,1
"13603",17,0.5309,2,1
"13604",17,0.3951,2,3
"13605",17,0.74,2,1
"13606",17,0.3344,1,3
"13607",17,0.3706,2,3
"13608",17,0.8278,2,1
"13609",17,0.6151,2,2
"13610",17,0.4424,2,2
"13611",17,0.5066,2,1
"13612",17,0.3547,2,3
"13613",17,0.3009,2,3
"13614",17,0.4991,2,1
"13615",17,0.6427,2,2
"13616",17,0.3362,2,3
"13617",17,0.6109,2,2
"13618",17,0.3686,2,3
"13619",17,0.4174,2,2
"13620",17,0.4249,2,2
"13621",17,0.7011,2,1
"13622",17,0.5119,2,1
"13623",17,0.5488,2,1
"13624",17,0.6084,2,2
"13625",17,0.4682,2,3
"13626",17,0.5712,2,1
"13627",17,0.4942,2,2
"13628",17,0.4256,2,1
"13629",17,0.4046,2,3
"13630",17,0.4221,2,2
"13631",17,0.3754,2,1
"13632",17,0.5136,2,2
"13633",17,0.3668,2,3
"13634",17,0.4587,2,2
"13635",17,0.498,2,3
"13636",17,0.3818,2,3
"13637",17,0.3618,2,3
"13638",17,0.3951,2,3
"13639",17,0.7113,2,1
"13640",17,0.3753,2,3
"13641",17,0.5363,2,1
"13642",17,0.4035,2,3
"13643",17,0.4168,2,3
"13644",17,0.4813,2,2
"13645",17,0.5413,2,1
"13646",17,0.567,2,1
"13647",17,0.3354,2,3
"13648",17,0.559,2,1
"13649",17,0.4089,1,3
"13650",17,0.8796,2,1
"13651",17,0.5646,2,1
"13652",17,0.5459,2,1
"13653",17,0.5445,2,2
"13654",17,0.6227,2,1
"13655",17,0.2803,2,3
"13656",17,0.3742,2,3
"13657",17,0.3864,2,3
"13658",17,0.3373,2,3
"13659",17,0.693,2,1
"13660",17,0.3283,2,3
"13661",17,0.5303,2,2
"13662",17,0.3016,1,3
"13663",17,0.646,2,1
"13664",17,0.4153,2,3
"13665",17,0.4582,2,2
"13666",17,0.4447,2,2
"13667",17,0.3391,2,3
"13668",17,0.4136,1,3
"13669",17,0.554,2,1
"13670",17,0.5393,2,1
"13671",17,0.3668,2,3
"13672",17,0.413,2,3
"13673",17,0.4695,2,2
"13674",17,0.3348,2,3
"13675",17,0.3923,2,3
"13676",17,0.5174,2,1
"13677",17,0.3797,2,3
"13678",17,0.4099,1,3
"13679",17,0.3657,2,3
"13680",17,0.4698,2,1
"13681",17,0.3419,1,3
"13682",17,0.5922,2,2
"13683",17,0.5346,2,1
"13684",17,0.4288,2,2
"13685",17,0.4326,2,1
"13686",17,0.5402,2,2
"13687",17,0.4638,2,2
"13688",17,0.3613,2,3
"13689",17,0.6074,2,1
"13690",17,0.5718,2,2
"13691",17,0.5746,2,1
"13692",17,0.3319,2,3
"13693",17,0.3779,2,3
"13694",17,0.642,2,1
"13695",17,1.2137,1,1
"13696",17,0.6838,1,2
"13697",17,0.5909,2,3
"13698",17,0.3426,2,2
"13699",17,1.0669,2,1
"13700",17,0.4594,2,3
"13701",17,0.4107,2,2
"13702",17,0.4666,2,2
"13703",17,0.5752,2,2
"13704",17,0.7723,2,1
"13705",17,0.4854,2,1
"13706",17,0.8533,1,3
"13707",17,0.3908,2,2
"13708",17,0.357,2,3
"13709",17,0.4275,2,1
"13710",17,0.4802,1,2
"13711",17,0.6511,2,1
"13712",17,0.5296,2,3
"13713",17,0.4323,2,2
"13714",17,0.3797,2,3
"13715",17,1.1712,2,1
"13716",17,0.4194,2,3
"13717",17,0.7247,2,2
"13718",17,0.8818,2,1
"13719",17,0.3776,2,3
"13720",17,0.4744,1,3
"13721",17,0.5754,2,1
"13722",17,1.0111,2,1
"13723",17,0.5676,2,3
"13724",17,0.519,2,2
"13725",17,0.8278,2,2
"13726",17,0.995,1,2
"13727",17,1.0474,2,1
"13728",17,0.3664,2,3
"13729",17,0.7635,2,1
"13730",17,0.4523,2,3
"13731",17,0.4224,2,3
"13732",17,0.675,2,3
"13733",17,0.9843,2,1
"13734",17,0.4589,1,2
"13735",17,0.9939,2,3
"13736",17,0.741,2,3
"13737",17,0.6008,2,1
"13738",17,0.4178,2,2
"13739",17,0.6962,2,2
"13740",17,0.4603,2,3
"13741",17,0.4703,2,2
"13742",17,0.4025,2,2
"13743",17,0.2554,2,3
"13744",17,0.3306,2,3
"13745",17,0.6667,2,2
"13746",17,0.3155,2,3
"13747",17,0.4978,2,2
"13748",17,0.3909,2,2
"13749",17,0.4822,1,3
"13750",17,0.607,2,1
"13751",17,0.4745,2,1
"13752",17,0.3023,2,3
"13753",17,0.408,2,2
"13754",17,0.528,2,1
"13755",17,0.623,2,2
"13756",17,0.3092,1,3
"13757",17,0.4122,2,1
"13758",17,0.7164,2,1
"13759",17,0.6005,2,1
"13760",17,0.3146,2,3
"13761",17,0.3596,2,3
"13762",17,0.4361,1,3
"13763",17,0.544,2,1
"13764",17,0.3661,2,3
"13765",17,0.5104,2,2
"13766",17,0.5345,2,1
"13767",17,0.3967,1,3
"13768",17,0.537,2,1
"13769",17,0.779,2,1
"13770",17,0.3697,2,3
"13771",17,0.4564,2,1
"13772",17,0.3227,2,3
"13773",17,0.5809,2,1
"13774",17,0.619,2,1
"13775",17,0.3184,2,3
"13776",17,0.5359,2,1
"13777",17,0.6123,2,1
"13778",17,0.3687,2,2
"13779",17,0.6946,2,1
"13780",17,0.311,1,3
"13781",17,0.6226,2,1
"13782",17,0.5567,2,1
"13783",17,0.3986,2,3
"13784",17,0.6316,2,1
"13785",17,0.3187,2,3
"13786",17,0.4339,2,3
"13787",17,0.283,2,3
"13788",17,0.6439,2,2
"13789",17,0.4629,2,1
"13790",17,0.4957,2,2
"13791",17,0.433,2,1
"13792",17,0.305,2,3
"13793",17,0.4173,2,3
"13794",17,0.7185,2,1
"13795",17,0.6255,2,1
"13796",17,0.5463,2,2
"13797",17,0.4063,2,1
"13798",17,0.3077,1,3
"13799",17,0.4767,2,3
"13800",17,0.5477,2,2
"13801",17,0.5491,2,1
"13802",17,0.5402,2,3
"13803",17,0.317,1,3
"13804",17,0.4814,2,1
"13805",17,0.4909,1,3
"13806",17,0.6577,2,2
"13807",17,0.3427,2,3
"13808",17,0.3894,1,3
"13809",17,0.4456,2,1
"13810",17,0.5911,2,1
"13811",17,0.2692,2,3
"13812",17,0.4257,2,3
"13813",17,0.3132,2,3
"13814",17,0.5789,2,1
"13815",17,0.4369,2,3
"13816",17,0.6038,2,1
"13817",17,0.3076,2,3
"13818",17,0.4797,2,2
"13819",17,0.4326,2,1
"13820",17,0.5608,2,2
"13821",17,0.3994,2,2
"13822",17,0.5719,2,1
"13823",17,0.524,2,1
"13824",17,0.2927,2,3
"13825",17,0.505,2,3
"13826",17,0.3905,2,1
"13827",17,0.3459,2,3
"13828",17,0.4501,2,1
"13829",17,0.3186,2,3
"13830",17,0.3544,2,1
"13831",17,0.83,1,3
"13832",17,0.3586,2,2
"13833",17,0.5877,2,1
"13834",17,0.5168,2,2
"13835",17,0.5433,2,2
"13836",17,0.5947,2,1
"13837",17,0.3403,2,3
"13838",17,0.3625,2,3
"13839",17,0.6408,2,1
"13840",17,0.5022,2,2
"13841",17,0.3033,1,3
"13842",17,0.5286,2,1
"13843",17,0.5585,2,1
"13844",17,0.5723,2,2
"13845",17,0.3359,1,3
"13846",17,0.3981,2,2
"13847",17,0.3939,2,3
"13848",17,0.5786,2,2
"13849",17,0.5217,2,1
"13850",17,0.6756,2,1
"13851",17,0.4163,2,2
"13852",17,0.5609,2,2
"13853",17,0.6279,2,1
"13854",17,0.5493,2,1
"13855",17,0.3237,2,3
"13856",17,0.5238,2,1
"13857",17,0.7106,2,2
"13858",17,0.3941,2,3
"13859",17,0.5579,2,1
"13860",17,0.5148,2,1
"13861",17,0.3881,2,2
"13862",17,0.5145,2,1
"13863",17,0.615,2,2
"13864",17,0.5712,2,2
"13865",17,0.3057,2,3
"13866",17,0.4253,2,2
"13867",17,1.234,2,1
"13868",17,0.8408,1,1
"13869",17,0.6431,2,2
"13870",17,0.4129,2,3
"13871",17,0.5771,2,2
"13872",17,0.4832,2,1
"13873",17,0.3135,1,3
"13874",17,0.5944,2,1
"13875",17,0.5975,2,1
"13876",17,0.2838,2,3
"13877",17,0.3781,2,3
"13878",17,0.3674,2,3
"13879",17,0.7202,2,2
"13880",17,0.374,2,2
"13881",17,0.5066,2,1
"13882",17,0.4315,1,3
"13883",17,0.3086,2,3
"13884",17,0.3998,1,3
"13885",17,0.549,2,3
"13886",17,0.5217,2,1
"13887",17,0.8994,2,1
"13888",17,0.3802,2,3
"13889",17,0.695,2,1
"13890",17,0.4353,2,2
"13891",17,0.5771,2,2
"13892",17,0.5598,2,2
"13893",17,0.4993,2,2
"13894",17,0.6082,2,2
"13895",17,0.3291,2,3
"13896",17,0.58,2,2
"13897",17,0.6213,2,3
"13898",17,0.404,2,1
"13899",17,0.3999,2,1
"13900",17,0.2734,1,3
"13901",17,0.482,1,2
"13902",17,0.6183,1,3
"13903",17,0.5361,2,1
"13904",17,0.5076,2,1
"13905",17,0.557,2,1
"13906",17,0.4284,2,2
"13907",17,0.5596,2,1
"13908",17,0.5996,2,2
"13909",17,0.5346,2,2
"13910",17,0.4991,2,2
"13911",17,0.3009,2,3
"13912",17,0.4167,2,2
"13913",17,0.4497,2,1
"13914",17,0.4326,2,2
"13915",17,0.4879,2,2
"13916",17,0.3966,2,2
"13917",17,0.4785,2,2
"13918",17,0.5346,2,1
"13919",17,0.4895,2,2
"13920",17,0.5597,2,1
"13921",17,0.4823,2,2
"13922",17,0.4488,2,2
"13923",17,0.2572,1,3
"13924",17,0.6077,2,1
"13925",17,0.3399,2,3
"13926",17,0.5728,2,2
"13927",17,0.4336,2,3
"13928",17,0.473,2,1
"13929",17,0.5007,2,1
"13930",17,0.5247,2,1
"13931",17,0.783,2,1
"13932",17,0.3435,2,3
"13933",17,0.3542,2,3
"13934",17,0.4779,2,3
"13935",17,1.1419,2,1
"13936",17,0.5697,2,1
"13937",17,0.4458,2,3
"13938",17,0.388,2,3
"13939",17,0.9416,2,1
"13940",17,0.7334,2,2
"13941",17,0.6565,2,1
"13942",17,0.4136,2,3
"13943",17,0.4391,2,2
"13944",17,0.7584,2,2
"13945",17,0.4349,2,2
"13946",17,0.3277,2,3
"13947",17,0.6501,2,1
"13948",17,0.5624,1,2
"13949",17,0.468,2,3
"13950",17,0.35,1,3
"13951",17,0.344,2,3
"13952",17,0.4943,2,2
"13953",17,0.4576,2,1
"13954",17,0.5658,2,2
"13955",17,1.0539,1,1
"13956",17,0.6138,2,2
"13957",17,0.6748,2,2
"13958",17,0.8636,2,1
"13959",17,0.3403,2,3
"13960",17,0.4014,2,2
"13961",17,0.2806,2,3
"13962",17,0.4973,2,2
"13963",17,0.5035,2,1
"13964",17,1.0782,2,1
"13965",17,0.5815,2,1
"13966",17,0.414,2,1
"13967",17,0.3647,2,3
"13968",17,0.4496,1,3
"13969",17,0.269,1,3
"13970",17,0.3802,1,3
"13971",17,1.0432,2,1
"13972",17,0.9631,2,1
"13973",17,0.8376,2,3
"13974",17,0.6605,2,1
"13975",17,0.595,2,2
"13976",17,0.3856,2,2
"13977",17,0.4415,1,1
"13978",17,0.4449,1,3
"13979",17,0.5311,2,1
"13980",17,0.6739,2,2
"13981",17,0.7618,2,1
"13982",17,0.9002,2,2
"13983",17,0.5283,2,1
"13984",17,0.7089,2,1
"13985",17,0.5113,2,1
"13986",17,0.3542,2,3
"13987",17,0.4449,2,2
"13988",17,0.4684,2,2
"13989",17,0.4099,2,2
"13990",17,0.4262,2,1
"13991",17,0.3552,2,3
"13992",17,0.4372,2,2
"13993",17,0.4739,2,2
"13994",17,0.3989,2,3
"13995",17,0.4607,2,2
"13996",17,0.5975,2,1
"13997",17,0.2881,2,3
"13998",17,0.5018,2,1
"13999",17,0.6963,2,2
"14000",17,0.3377,2,3
"14001",17,0.467,2,2
"14002",17,0.6239,2,2
"14003",17,0.3865,2,3
"14004",17,0.3888,2,2
"14005",17,0.3066,2,3
"14006",17,0.453,2,2
"14007",17,0.3773,2,2
"14008",17,0.3596,2,3
"14009",17,0.4363,2,3
"14010",17,0.5813,2,2
"14011",17,0.4528,2,2
"14012",17,0.643,2,1
"14013",17,0.411,2,3
"14014",17,0.5118,2,2
"14015",17,0.389,2,3
"14016",17,0.3481,1,3
"14017",17,1.2977,2,1
"14018",17,0.7225,2,2
"14019",17,0.666,2,1
"14020",17,0.4705,2,3
"14021",17,0.4154,2,3
"14022",17,0.4641,2,2
"14023",17,0.6886,2,2
"14024",17,0.5238,2,2
"14025",17,0.5754,2,1
"14026",17,0.396,2,3
"14027",17,0.5676,2,2
"14028",17,0.5348,2,2
"14029",17,0.9342,2,1
"14030",17,0.3796,2,3
"14031",17,0.5168,1,3
"14032",17,0.7669,2,1
"14033",17,0.608,2,3
"14034",17,0.4623,2,1
"14035",17,0.4706,2,3
"14036",17,0.3804,2,3
"14037",17,0.3832,2,3
"14038",17,0.4972,2,2
"14039",17,0.4922,2,2
"14040",17,0.3882,2,3
"14041",17,0.3962,2,3
"14042",17,0.692,2,1
"14043",17,0.5662,2,2
"14044",17,0.5257,2,3
"14045",17,0.4993,2,2
"14046",17,0.3413,2,3
"14047",17,0.3851,2,3
"14048",17,0.4317,2,3
"14049",17,0.6148,2,2
"14050",17,0.3065,2,3
"14051",17,0.6676,2,2
"14052",17,0.5738,2,2
"14053",17,0.3887,2,3
"14054",17,0.3853,2,3
"14055",17,0.6858,2,1
"14056",17,0.6464,2,2
"14057",17,0.3016,2,3
"14058",17,0.6385,2,1
"14059",17,0.4085,1,3
"14060",17,0.5784,2,1
"14061",17,0.598,2,1
"14062",17,0.7348,2,1
"14063",17,0.2954,2,3
"14064",17,0.5101,2,1
"14065",17,0.604,2,1
"14066",17,0.3621,2,3
"14067",17,0.7013,2,2
"14068",17,0.4685,2,1
"14069",17,0.4549,2,2
"14070",17,0.3577,2,2
"14071",17,0.5477,1,1
"14072",17,0.3501,1,3
"14073",17,0.4698,2,3
"14074",17,0.3397,2,3
"14075",17,0.3721,2,1
"14076",17,0.5238,2,1
"14077",17,0.2757,2,3
"14078",17,0.8458,2,1
"14079",17,0.5898,2,2
"14080",17,0.6915,2,2
"14081",17,0.7133,2,2
"14082",17,0.3292,2,3
"14083",17,0.3827,2,2
"14084",17,0.2964,2,3
"14085",17,0.6158,1,1
"14086",17,0.5799,1,2
"14087",17,0.639,2,1
"14088",17,1.2563,2,3
"14089",17,0.902,2,1
"14090",17,0.8799,2,1
"14091",17,0.7482,2,1
"14092",17,0.7737,2,1
"14093",17,1.1706,2,2
"14094",17,0.9087,2,1
"14095",17,0.4117,2,3
"14096",17,0.5263,2,2
"14097",17,0.5976,2,3
"14098",17,0.6017,2,2
"14099",17,0.5973,2,2
"14100",17,0.3741,2,3
"14101",17,0.3246,2,3
"14102",17,0.61,2,1
"14103",17,0.3171,2,3
"14104",17,0.8945,2,1
"14105",17,0.6003,2,2
"14106",17,0.3486,2,3
"14107",17,0.6358,2,1
"14108",17,0.6189,2,1
"14109",17,0.8965,2,1
"14110",17,0.3603,1,3
"14111",17,0.9095,2,2
"14112",17,0.6052,2,2
"14113",17,0.6835,2,1
"14114",17,0.3972,2,3
"14115",17,0.5456,2,1
"14116",17,0.6511,1,2
"14117",17,0.5776,2,2
"14118",17,0.4912,2,3
"14119",17,0.4783,2,2
"14120",17,0.3368,2,3
"14121",17,1.0044,2,1
"14122",17,0.8073,2,1
"14123",17,0.5237,2,2
"14124",17,0.2867,2,3
"14125",17,0.3718,2,3
"14126",17,0.4792,2,3
"14127",17,0.5468,2,2
"14128",17,1.1488,2,1
"14129",17,0.4764,2,2
"14130",17,0.6224,2,2
"14131",17,0.6089,2,1
"14132",17,0.3347,2,3
"14133",17,0.4572,2,2
"14134",17,0.4458,2,3
"14135",17,0.4501,2,2
"14136",17,0.5744,2,1
"14137",17,0.5621,2,2
"14138",17,0.5656,2,2
"14139",17,0.4672,2,3
"14140",17,0.3634,1,3
"14141",17,0.3618,2,3
"14142",17,0.6358,2,1
"14143",17,0.346,2,3
"14144",17,0.5319,2,2
"14145",17,0.4158,2,3
"14146",17,0.4111,2,3
"14147",17,0.3774,1,3
"14148",17,0.7206,2,2
"14149",17,0.3833,2,3
"14150",17,0.3569,2,3
"14151",17,0.5151,2,2
"14152",17,0.4098,2,3
"14153",17,0.6497,2,1
"14154",17,0.5513,2,2
"14155",17,0.4935,2,1
"14156",17,0.3243,2,3
"14157",17,0.5745,2,3
"14158",17,0.599,2,1
"14159",17,0.4535,2,1
"14160",17,0.3863,2,3
"14161",17,0.2958,2,3
"14162",17,0.4477,2,2
"14163",17,0.3679,2,2
"14164",17,0.3774,2,3
"14165",17,0.3533,2,3
"14166",17,0.35,2,3
"14167",17,0.3691,1,3
"14168",17,0.5327,2,2
"14169",17,0.4221,2,3
"14170",17,0.5952,2,2
"14171",17,0.4268,2,2
"14172",17,0.4048,2,1
"14173",17,0.2944,2,3
"14174",17,0.3012,2,3
"14175",18,0.5157,2,1
"14176",18,0.3894,2,3
"14177",18,0.3256,2,3
